filename,set,reltype,connspan,conn_raw,conn_uttid,x2,x3,conn1,conn2,rs1,rs2,x5,x6,x7,arg1raw,arg1span,arg1_uttid,x9,x10,x11,arg2raw,arg2span,arg2_uttid,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24,incomplete,relstart,EN_conn_utt,NP_conn_utt,EN_arg1_utt,EN_arg2_utt,Arg1_RawText,Arg2_RawText,EN_conn_utt_span,EN_arg1_utt_span,EN_arg2_utt_span,Arg1_SpanList,Arg2_SpanList,NP_conn_utt_span,Relation,Conn1,Conn2,NP_rs1,NP_rs2,ConnHeadSemClass1,Conn2SemClass1,Arg1_FirstSpanStart,Arg2_FirstSpanStart,FullRawText,FileNumber,Section,Conn2SemClass2,ConnHeadSemClass2
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,0,0,Reformulation,,,,,Like can you tell me how they...,1275..1307,ABJ_GWA_02_Market-Food-Church_DG__53,,,,Do you know how they prepare the dish?,1310..1348,ABJ_GWA_02_Market-Food-Church_DG__54,,,,,,,,,,,,,arg1-incomplete,1275,,,Like can you tell me how they...,Do you know how they prepare the dish?,Like you fit tell me how de take dey...,You know how de take dey cook di soup?,,1275..1307,1310..1348,1260..1299,1302..1340,,,,,,,,,1275,1310,Like you fit tell me how de take dey... You know how de take dey cook di soup?,57,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,0,0,Reformulation,,,,,She said...,1444..1455,ABJ_GWA_02_Market-Food-Church_DG__57,,,,She said you'll parboil the banga.,1458..1492,ABJ_GWA_02_Market-Food-Church_DG__58,,,,,,,,,,,,,arg1-incomplete,1444,,,She said...,She said you'll parboil the banga.,E say...,Eh e say you go parboil di banga.,,1444..1455,1458..1492,1441..1449,1452..1485,,,,,,,,,1444,1458,E say... Eh e say you go parboil di banga.,61,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,in sum,0,Expansion.Level-of-detail.Arg1-as-detail,,,,,"Then, you add your ingredients.",1597..1628,ABJ_GWA_02_Market-Food-Church_DG__63,,,,That's how my sister taught me.,1631..1662,ABJ_GWA_02_Market-Food-Church_DG__64,,,,,,,,,,,,,Null,1597,,,"Then, you add your ingredients.",That's how my sister taught me.,Den you put eh your ingredient inside.,"Na so my teacher, my sister take teach me.",,1597..1628,1631..1662,1585..1623,1626..1668,,,,,,,,,1597,1631,"Den you put eh your ingredient inside. Na so my teacher, my sister take teach me.",69,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,0,0,Reformulation,,,,,You like...,1673..1684,ABJ_GWA_02_Market-Food-Church_DG__66,,,,You ch-... which... as in which food... like what do you eat it with?,1687..1756,ABJ_GWA_02_Market-Food-Church_DG__67,,,,,,,,,,,,,arg1-incomplete,1673,,,You like...,You ch-... which... as in which food... like what do you eat it with?,You dey like...,"You ch-... which, as in which food, like which swallow you dey use like to eat am?",,1673..1684,1687..1756,1685..1700,1703..1785,,,,,,,,,1673,1687,"You dey like... You ch-... which, as in which food, like which swallow you dey use like to eat am?",72,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,,,0,0,,,,,,haha.,1881..1886,ABJ_GWA_02_Market-Food-Church_DG__73,,,,F-... starch is what goes well with it.,1889..1928,ABJ_GWA_02_Market-Food-Church_DG__74,,,,,,,,,,,,,Null,1881,,,haha.,F-... starch is what goes well with it.,Hehe.,Na f-... na starch dey go well.,,1881..1886,1889..1928,1924..1929,1932..1963,,,,,,,,,1881,1889,Hehe. Na f-... na starch dey go well.,79,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,,,0,0,,,,,,Alright.,1978..1986,ABJ_GWA_02_Market-Food-Church_DG__77,,,,"This morning, what did you eat before you came here?",1989..2041,ABJ_GWA_02_Market-Food-Church_DG__78,,,,,,,,,,,,,Null,1978,,,Alright.,"This morning, what did you eat before you came here?",Toh.,"Dis morning, wetin you eat before you come here?",,1978..1986,1989..2041,2012..2016,2019..2067,,,,,,,,,1978,1989,"Toh. Dis morning, wetin you eat before you come here?",83,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,but,0,Expansion.Disjunction,,,,,Hey eba?,2078..2086,ABJ_GWA_02_Market-Food-Church_DG__80,,,,"Hehe, why didn't you drink tea?",2089..2120,ABJ_GWA_02_Market-Food-Church_DG__81,,,,,,,,,,,,,Null,2078,,,Hey eba?,"Hehe, why didn't you drink tea?",Hey eba?,Hehe why you no drink tea?,,2078..2086,2089..2120,2113..2121,2124..2150,,,,,,,,,2078,2089,Hey eba? Hehe why you no drink tea?,87,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,,,0,0,,,,,,Okay.,2165..2170,ABJ_GWA_02_Market-Food-Church_DG__83,,,,Who now?,2173..2181,ABJ_GWA_02_Market-Food-Church_DG__84,,,,,,,,,,,,,Null,2165,,,Okay.,Who now?,Okay.,Who sha?,,2165..2170,2173..2181,2192..2197,2200..2208,,,,,,,,,2165,2173,Okay. Who sha?,90,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,Null,Null,0,0,,,,,,Okay,2374..2378,ABJ_GWA_02_Market-Food-Church_DG__92,Null,Null,Null,"So, any, any news",2382..2399,ABJ_GWA_02_Market-Food-Church_DG__93,Null,Null,Null,,,,,,,2382,DEFAULT,,Null,2374,,,Okay.,"So, any, any news?",Okay.,"So, any, any news?",,2374..2379,2382..2400,2393..2398,2401..2419,,,,,,,,,2374,2382,"Okay. So, any, any news?",100,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,specifically,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,"So, any, any news?",2382..2400,ABJ_GWA_02_Market-Food-Church_DG__93,,,,Did you hear any news about this place?,2403..2442,ABJ_GWA_02_Market-Food-Church_DG__94,,,,,,,,,,,,,Null,2382,,,"So, any, any news?",Did you hear any news about this place?,"So, any, any news?",You hear any news for area?,,2382..2400,2403..2442,2401..2419,2422..2449,,,,,,,,,2382,2403,"So, any, any news? You hear any news for area?",102,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,indeed,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,"My sister, that is how I heard it.",2576..2610,ABJ_GWA_02_Market-Food-Church_DG__97,,,,"They said, they want to come and disconnect the power tomorrow.",2613..2676,ABJ_GWA_02_Market-Food-Church_DG__98,,,,,,,,,,,,,Null,2576,,,"My sister, that is how I heard it.","They said, they want to come and disconnect the power tomorrow.","My sister, na so I hear am o.",De say de wan come cut light tomorrow.,,2576..2610,2613..2676,2555..2584,2587..2625,,,,,,,,,2576,2613,"My sister, na so I hear am o. De say de wan come cut light tomorrow.",106,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,because,in fact,Contingency.Cause+SpeechAct.Reason+SpeechAct,Expansion.Level-of-detail.Arg2-as-detail,,,,Please!,2679..2686,ABJ_GWA_02_Market-Food-Church_DG__99,,,,They shouldn't come because we are tired of them!,2689..2738,ABJ_GWA_02_Market-Food-Church_DG__100,,,,,,,,,,,,,Null,2679,,,Please!,They shouldn't come because we are tired of them!,Abeg o!,Make dese people no come o because we don tire for dem!,,2679..2686,2689..2738,2628..2635,2638..2693,,,,,,,,,2679,2689,Abeg o! Make dese people no come o because we don tire for dem!,108,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,in particular,0,Expansion.Level-of-detail.Arg2-as-detail,,,,,This is a problem.,2779..2797,ABJ_GWA_02_Market-Food-Church_DG__102,,,,"That everywhere is dry, there is no money.",2800..2842,ABJ_GWA_02_Market-Food-Church_DG__103,,,,,,,,,,,,,Null,2779,,,This is a problem.,"That everywhere is dry, there is no money.",Hey dis one na wahala o.,"Dis one wey everywhere dry, no money.",,2779..2797,2800..2842,2736..2760,2763..2800,,,,,,,,,2779,2800,"Hey dis one na wahala o. Dis one wey everywhere dry, no money.",112,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,indeed,in other words,Expansion.Equivalence,Expansion.Level-of-detail.Arg2-as-detail,,,,"Ah, please!",2881..2892,ABJ_GWA_02_Market-Food-Church_DG__105,,,,Don't let them come!,2895..2915,ABJ_GWA_02_Market-Food-Church_DG__106,,,,,,,,,,,,,Null,2881,,,"Ah, please!",Don't let them come!,Ah abeg o!,Make dem no come!,,2881..2892,2895..2915,2835..2845,2848..2865,,,,,,,,,2881,2895,Ah abeg o! Make dem no come!,115,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,,,0,0,,,,,,Please!,3130..3137,ABJ_GWA_02_Market-Food-Church_DG__113,,,,Hm NEPA should not try us.,3140..3166,ABJ_GWA_02_Market-Food-Church_DG__114,,,,,,,,,,,,,Null,3130,,,Please!,Hm NEPA should not try us.,Ah abeg kai!,Hm meh NEPA no try us o!,,3130..3137,3140..3166,3043..3055,3058..3082,,,,,,,,,3130,3140,Ah abeg kai! Hm meh NEPA no try us o!,125,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,,,0,0,,,,,,I'm not sure that they will even come.,3169..3207,ABJ_GWA_02_Market-Food-Church_DG__115,,,,Haha.,3210..3215,ABJ_GWA_02_Market-Food-Church_DG__116,,,,,,,,,,,,,Null,3169,,,I'm not sure that they will even come.,Haha.,I no sure sey dem go even come sef.,Haha.,,3169..3207,3210..3215,3085..3120,3123..3128,,,,,,,,,3169,3210,I no sure sey dem go even come sef. Haha.,127,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,so,0,Contingency.Cause+SpeechAct.Result+SpeechAct,,,,,Okay!,3282..3287,ABJ_GWA_02_Market-Food-Church_DG__118,,,,Gwagwalada Market or Kwali?,3290..3317,ABJ_GWA_02_Market-Food-Church_DG__119,,,,,,,,,,,,,Null,3282,,,Okay!,Gwagwalada Market or Kwali?,Okay!,"Gwagwalada Market, abi Kwali?",,3282..3287,3290..3317,3190..3195,3198..3227,,,,,,,,,3282,3290,"Okay! Gwagwalada Market, abi Kwali?",130,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,,,0,0,,,,,,First we'll go to Kw-...,3320..3344,ABJ_GWA_02_Market-Food-Church_DG__120,,,,What day is Kwali Market?,3347..3372,ABJ_GWA_02_Market-Food-Church_DG__121,,,,,,,,,,,,,Null,3320,,,First we'll go to Kw-...,What day is Kwali Market?,We go first go Kw-...,Which day be Kwali market?,,3320..3344,3347..3372,3230..3251,3254..3280,,,,,,,,,3320,3347,We go first go Kw-... Which day be Kwali market?,132,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,0,0,Reformulation,,,,,There are some kind...,3469..3491,ABJ_GWA_02_Market-Food-Church_DG__127,,,,I want to go buy my shop items.,3494..3525,ABJ_GWA_02_Market-Food-Church_DG__128,,,,,,,,,,,,,arg1-incomplete,3469,,,There are some kind...,I want to go buy my shop items.,E get some kind...,I wan go buy shop tins.,,3469..3491,3494..3525,3369..3387,3390..3413,,,,,,,,,3469,3494,E get some kind... I wan go buy shop tins.,139,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,because,0,Contingency.Cause.Reason,,,,,I want to go buy my shop items.,3494..3525,ABJ_GWA_02_Market-Food-Church_DG__128,,,,There are some things that I need in my shop.,3528..3573,ABJ_GWA_02_Market-Food-Church_DG__129,,,,,,,,,,,,,Null,3494,,,I want to go buy my shop items.,There are some things that I need in my shop.,I wan go buy shop tins.,Mtschew e get some kind tins wey I need for my shop.,,3494..3525,3528..3573,3390..3413,3416..3468,,,,,,,,,3494,3528,I wan go buy shop tins. Mtschew e get some kind tins wey I need for my shop.,140,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,There are some things that I need in my shop.,3528..3573,ABJ_GWA_02_Market-Food-Church_DG__129,,,,I want you and me to go.,3576..3600,ABJ_GWA_02_Market-Food-Church_DG__130,,,,,,,,,,,,,Null,3528,,,There are some things that I need in my shop.,I want you and me to go.,Mtschew e get some kind tins wey I need for my shop.,"I wan make me, and you go.",,3528..3573,3576..3600,3416..3468,3471..3497,,,,,,,,,3528,3576,"Mtschew e get some kind tins wey I need for my shop. I wan make me, and you go.",141,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,but,but,Comparison.Concession.Arg2-as-denier,Expansion.Exception.Arg2-as-excpt,,,,It's true.,3676..3686,ABJ_GWA_02_Market-Food-Church_DG__134,,,,Will I see shampoo and attach?,3689..3719,ABJ_GWA_02_Market-Food-Church_DG__135,,,,,,,,,,,,,Null,3676,,,It's true.,Will I see shampoo and attach?,Eh na true o.,"I fit see shampoo, and attach ba?",,3676..3686,3689..3719,3571..3584,3587..3620,,,,,,,,,3676,3689,"Eh na true o. I fit see shampoo, and attach ba?",147,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,instead,0,Expansion.Substitution.Arg2-as-subst,,,,,"My sister, you won't see any.",3722..3751,ABJ_GWA_02_Market-Food-Church_DG__136,,,,It's food products they have.,3754..3783,ABJ_GWA_02_Market-Food-Church_DG__137,,,,,,,,,,,,,Null,3722,,,"My sister, you won't see any.",It's food products they have.,"My sister, you no go see o!",Na food product dey dere.,,3722..3751,3754..3783,3623..3650,3653..3678,,,,,,,,,3722,3754,"My sister, you no go see o! Na food product dey dere.",149,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,,,0,0,,,,,,Food products?,3786..3800,ABJ_GWA_02_Market-Food-Church_DG__138,,,,Ah!,3803..3806,ABJ_GWA_02_Market-Food-Church_DG__139,,,,,,,,,,,,,Null,3786,,,Food products?,Ah!,Food product?,Ah!,,3786..3800,3803..3806,3681..3694,3697..3700,,,,,,,,,3786,3803,Food product? Ah!,151,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,further,0,Expansion.Conjunction,,,,,"Okay, no problem.",3965..3982,ABJ_GWA_02_Market-Food-Church_DG__145,,,,I'll be at home waiting for you.,3985..4017,ABJ_GWA_02_Market-Food-Church_DG__146,,,,,,,,,,,,,Null,3965,,,"Okay, no problem.",I'll be at home waiting for you.,Okay no wahala!,I go house dey wait you.,,3965..3982,3985..4017,3853..3868,3871..3895,,,,,,,,,3965,3985,Okay no wahala! I go house dey wait you.,158,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,because,0,Contingency.Cause.Reason,,,,,No problem!,4118..4129,ABJ_GWA_02_Market-Food-Church_DG__149,,,,I'll call you.,4132..4146,ABJ_GWA_02_Market-Food-Church_DG__150,,,,,,,,,,,,,Null,4118,,,No problem!,I'll call you.,No problem!,I go call you.,,4118..4129,4132..4146,3991..4002,4005..4019,,,,,,,,,4118,4132,No problem! I go call you.,164,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,"Okay, no problem.",4149..4166,ABJ_GWA_02_Market-Food-Church_DG__151,,,,"Your number that you gave me last week, it's still the number you're using, right?",4169..4251,ABJ_GWA_02_Market-Food-Church_DG__152,,,,,,,,,,,,,Null,4149,,,"Okay, no problem.","Your number that you gave me last week, it's still the number you're using, right?",Okay no wahala!,"Dat your number wey give me last, eh last week, shebi na di number you still dey use?",,4149..4166,4169..4251,4022..4037,4040..4125,,,,,,,,,4149,4169,"Okay no wahala! Dat your number wey give me last, eh last week, shebi na di number you still dey use?",166,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,but,0,Comparison.Concession.Arg2-as-denier,,,,,"X sometimes, I try to call the number.",4279..4317,ABJ_GWA_02_Market-Food-Church_DG__154,,,,The number doesn't connect.,4320..4347,ABJ_GWA_02_Market-Food-Church_DG__155,,,,,,,,,,,,,Null,4279,,,"X sometimes, I try to call the number.",The number doesn't connect.,"X sometime, I dey try di number.",Di number no dey go o.,,4279..4317,4320..4347,4153..4185,4188..4210,,,,,,,,,4279,4320,"X sometime, I dey try di number. Di number no dey go o.",169,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,EntRel,,,,,,0,0,,,,,,"Ah, this network again!",4370..4393,ABJ_GWA_02_Market-Food-Church_DG__157,,,,Okay then.,4396..4406,ABJ_GWA_02_Market-Food-Church_DG__158,,,,,,,,,,,,,Null,4370,,,"Ah, this network again!",Okay then.,Ah dis network again!,Okay now.,,4370..4393,4396..4406,4232..4253,4256..4265,,,,,,,,,4370,4396,Ah dis network again! Okay now.,172,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,in that case,0,Contingency.Condition.Arg1-as-cond,,,,,Okay then.,4396..4406,ABJ_GWA_02_Market-Food-Church_DG__158,,,,I'll give you my number before we leave here.,4409..4454,ABJ_GWA_02_Market-Food-Church_DG__159,,,,,,,,,,,,,Null,4396,,,Okay then.,I'll give you my number before we leave here.,Okay now.,I go flash you with my number before we leave here.,,4396..4406,4409..4454,4256..4265,4268..4319,,,,,,,,,4396,4409,Okay now. I go flash you with my number before we leave here.,173,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,because,0,Contingency.Cause.Reason,,,,,No problem then!,4457..4473,ABJ_GWA_02_Market-Food-Church_DG__160,,,,I'm expecting it.,4476..4493,ABJ_GWA_02_Market-Food-Church_DG__161,,,,,,,,,,,,,Null,4457,,,No problem then!,I'm expecting it.,No problem now!,I dey expect am.,,4457..4473,4476..4493,4322..4337,4340..4356,,,,,,,,,4457,4476,No problem now! I dey expect am.,176,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,instead,0,Expansion.Substitution.Arg2-as-subst,,,,,"Hm, mtschew, I've left.",4587..4610,ABJ_GWA_02_Market-Food-Church_DG__167,,,,I go to CAC now.,4613..4629,ABJ_GWA_02_Market-Food-Church_DG__168,,,,,,,,,,,,,Null,4587,,,"Hm, mtschew, I've left.",I go to CAC now.,Hm mtschew I don comot jor.,Dey go CAC now.,,4587..4610,4613..4629,4457..4484,4487..4502,,,,,,,,,4587,4613,Hm mtschew I don comot jor. Dey go CAC now.,183,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,and,therefore,Expansion.Conjunction,Contingency.Cause.Result,,,,"Ah, my sister, it is no joke.",4956..4985,ABJ_GWA_02_Market-Food-Church_DG__181,,,,"If you come, you will see.",4988..5014,ABJ_GWA_02_Market-Food-Church_DG__182,,,,,,,,,,,,,Null,4956,,,"Ah, my sister, it is no joke.","If you come, you will see.","Ah my sister, no be small tin!","If you come, you come see.",,4956..4985,4988..5014,4837..4867,4870..4896,,,,,,,,,4956,4988,"Ah my sister, no be small tin! If you come, you come see.",197,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,that is,0,Expansion.Equivalence,,,,,I'll try.,5017..5026,ABJ_GWA_02_Market-Food-Church_DG__183,,,,I will try to come.,5029..5048,ABJ_GWA_02_Market-Food-Church_DG__184,,,,,,,,,,,,,Null,5017,,,I'll try.,I will try to come.,I go try hm.,I go try come.,,5017..5026,5029..5048,4899..4911,4914..4928,,,,,,,,,5017,5029,I go try hm. I go try come.,200,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,and,0,Expansion.Conjunction,,,,,We have a women's program.,5113..5139,ABJ_GWA_02_Market-Food-Church_DG__188,,,,"If you come, you'll enjoy it a lot.",5142..5177,ABJ_GWA_02_Market-Food-Church_DG__189,,,,,,,,,,,,,Null,5113,,,We have a women's program.,"If you come, you'll enjoy it a lot.",We get women programme.,"If you come, you go enjoy am well, well.",,5113..5139,5142..5177,4997..5020,5023..5063,,,,,,,,,5113,5142,"We get women programme. If you come, you go enjoy am well, well.",205,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,then,0,Contingency.Cause.Result,,,,,Okay!,5451..5456,ABJ_GWA_02_Market-Food-Church_DG__196,,,,I'll come!,5459..5469,ABJ_GWA_02_Market-Food-Church_DG__197,,,,,,,,,,,,,Null,5451,,,Okay!,I'll come!,Eyah!,I go come o!,,5451..5456,5459..5469,5342..5347,5350..5362,,,,,,,,,5451,5459,Eyah! I go come o!,216,22,,
ABJ_GWA_02_Market-Food-Church_DG.txt,train,Implicit,,,,,,because,0,Contingency.Cause+SpeechAct.Reason+SpeechAct,,,,,Okay!,5497..5502,ABJ_GWA_02_Market-Food-Church_DG__199,,,,I do like that type of program.,5505..5536,ABJ_GWA_02_Market-Food-Church_DG__200,,,,,,,,,,,,,Null,5497,,,Okay!,I do like that type of program.,Eyah!,I dey like dat kind programme.,,5497..5502,5505..5536,5395..5400,5403..5433,,,,,,,,,5497,5505,Eyah! I dey like dat kind programme.,219,22,,
ABJ_GWA_03_Cost-Of-Living-In-Abuja_MG.txt,train,EntRel,,,,,,0,0,,,,,,"Good morning, guys.",0..19,ABJ_GWA_03_Cost-Of-Living-In-Abuja_MG__1,,,,How are you?,22..34,ABJ_GWA_03_Cost-Of-Living-In-Abuja_MG__2,,,,,,,,,,,,,Null,0,,,"Good morning, guys.",How are you?,Good morning my people.,How una dey?,,0..19,22..34,0..23,26..38,,,,,,,,,0,22,Good morning my people. How una dey?,228,22,,
